Name,Nation,Team,Position,Age,Born,Matches,Starts,Minutes,90s,G+A,non_penalty_goals,penalty_goals,yellow_cards,red_cards,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,per90_Gls,per90_Ast,per90_G+A,per90_G-PK,per90_G+A-PK,per90_xG,per90_xAG,per90_xG+xAG,per90_npxG,per90_npxG+xAG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKSV,PKm,PK_Save%,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att(GK),Thr,Launch%,Pass_AvgLen,GK_AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,xG_Shooting,npxG_Shooting,npxG/Sh,G-xG,np:G-xG,Pass_Cmp,Pass_Att,Pass_Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xA,A-xAG,KP,1/3,PPA,CrsPA,Pass_Live,Pass_Dead,Pass_FK,Pass_TB,Pass_Sw,Pass_Crs,Pass_TI,Pass_CK,Corner_In,Corner_Out,Corner_Str,Pass_Cmp_Outcome,Pass_Off,Pass_Blocks,SCA,SCA90,SCA_type_PassLive,SCA_type_PassDead,SCA_type_TO,SCA_type_Sh,SCA_type_Fld,SCA_type_Def,GCA,GCA90,GCA_type_PassLive,GCA_type_PassDead,GCA_type_TO,GCA_type_Sh,GCA_type_Fld,GCA_type_Def,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks,Blocks_Sh,Blocks_Pass,Blocks_Int,Blocks_Tkl+Int,Blocks_Clr,Blocks_Err,Touches,Def_Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,PKwon,PKcon,Recov,Won,Lost,Won%,GK_Save%,Minutes_num
Cameron Archer,eng ENG,Southampton,FW,23,2001,35,13,"1,441",16.0,2,2,0,0,0,5.7,4.9,0.5,5.4,22,14,66,0.12,0.00,0.12,0.12,0.12,0.36,0.03,0.39,0.31,0.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,28,10,35.7,1.75,0.62,0.07,0.20,12.8,0,5.7,4.9,0.18,-3.7,-2.9,205,251,81.7,1182,564,131,151,86.8,54,59,91.5,5,9,55.6,0,0.7,-0.5,5,10,7,0,231,19,0,2,0,3,0,0,0,0,0,205,1,8,20,1.25,10,0,4,5,1,0,0,0.00,0,0,0,0,0,0,13,8,69,179,154,2,9,22.2,7,5,1,4,2,15,11,0,398,16,52,397,15,40.5,20,54.1,226,14,40,26,N/A,41,42.1,71,0,22,24,2,0.26,10,34,-24,-1.50,+0.11,15.7,36.6,-20.9,-1.31,0,0,0,16,13,8,3,2,0,0,35,9,30,23.1,,1441.0
Alphonse Areola,fr FRA,West Ham,GK,31,1993,26,25,"2,260",25.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41,1.63,115,77,64.3,5,7,13,5,20.0,0,0,0,0,N/A,0,5,1,35.4,0.31,-2.6,-0.10,135,0,35.2,788,119,57.7,32.1,42.9,394,15,3.8,30,1.19,15.0,0,0,0,N/A,0.00,0.00,N/A,N/A,N/A,0,0.0,0.0,N/A,0.0,0.0,688,989,69.6,2480,1348,153,154,99.4,334,350,95.4,198,473,41.9,0,0.0,0.0,0,0,0,0,716,268,72,0,3,0,0,0,0,0,0,688,5,3,3,0.12,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,1038,12,0,2,3,66.7,1,0,0,0,0,2,15,3,1049,833,0,1049,0,N/A,0,N/A,601,0,0,0,N/A,87,66.1,88,24,1,55,8,0.96,29,41,-12,-0.48,+0.14,30.1,37.3,-7.2,-0.29,0,0,0,0,0,0,0,0,0,0,29,2,0,100.0,,2260.0
Joe Aribo,ng NGA,Southampton,"MF,DF",28,1996,32,21,"2,013",22.4,3,3,0,1,0,2.7,2.7,1.6,4.3,36,75,65,0.13,0.00,0.13,0.13,0.13,0.12,0.07,0.19,0.12,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,17,7,41.2,0.76,0.31,0.18,0.43,14.0,0,2.7,2.7,0.16,+0.3,+0.3,929,1046,88.8,4068,2021,514,563,91.3,357,391,91.3,31,45,68.9,0,1.3,-1.6,16,29,4,1,1032,13,4,2,1,10,4,0,0,0,0,929,1,15,37,1.66,32,0,2,1,2,0,1,0.04,1,0,0,0,0,0,47,33,313,670,299,17,35,48.6,18,28,11,17,20,67,32,3,1271,52,44,1271,21,42.9,22,44.9,745,12,27,19,N/A,63,58.9,79,8,11,32,6,0.34,17,56,-39,-1.74,-0.54,19.4,55.1,-35.7,-1.60,1,0,0,20,28,1,10,20,0,1,112,25,24,51.0,,2013.0
Adam Armstrong,eng ENG,Southampton,"FW,MF",27,1997,20,15,"1,248",13.9,4,2,0,4,0,3.3,2.3,1.2,3.5,25,21,79,0.14,0.14,0.29,0.14,0.29,0.24,0.09,0.32,0.17,0.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,25,7,28.0,1.80,0.50,0.08,0.29,16.6,0,3.3,2.3,0.09,-1.3,-0.3,231,288,80.2,1324,599,138,158,87.3,81,95,85.3,6,13,46.2,2,0.6,+0.8,9,13,8,2,268,18,0,0,1,14,3,0,0,0,0,231,2,12,19,1.37,12,1,2,4,0,0,4,0.29,1,0,0,3,0,0,12,3,44,143,192,3,14,21.4,11,6,1,5,3,15,8,0,377,11,49,376,6,42.9,8,57.1,235,6,11,18,N/A,62,36.5,75,4,5,25,4,0.30,7,35,-28,-2.02,-0.07,12.8,32.4,-19.6,-1.41,4,0,0,12,5,9,14,3,0,0,23,5,9,35.7,,1248.0
Kepa Arrizabalaga,es ESP,Bournemouth,GK,29,1994,31,31,"2,790",31.0,0,0,0,3,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39,1.26,134,95,73.9,13,7,11,8,25.8,0,4,0,0,N/A,0,4,0,41.0,0.28,+2.0,+0.07,132,1,36.2,831,122,46.4,32.9,38.7,367,22,6.0,54,1.74,16.0,0,1,0,0.0,0.03,0.00,0.00,N/A,9.7,0,0.1,0.1,0.06,-0.1,-0.1,752,1027,73.2,3129,1797,120,122,98.4,390,397,98.2,241,500,48.2,0,0.0,0.0,1,0,0,0,728,295,103,0,0,0,0,0,0,0,0,752,4,2,4,0.13,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1057,29,1,0,2,0.0,2,2,0,2,0,1,15,3,1087,800,1,1087,1,100.0,0,0.0,621,0,0,0,N/A,90,81.6,90,31,0,N/A,1,1.48,50,39,+11,+0.35,+0.46,53.6,38.3,+15.3,+0.49,3,0,0,2,6,0,0,0,0,2,56,7,1,87.5,0.0,2790.0
Marco Asensio,es ESP,Aston Villa,MF,28,1996,13,9,743,8.3,4,3,0,2,0,4.4,2.9,1.0,3.8,22,45,38,0.36,0.12,0.48,0.36,0.48,0.54,0.12,0.66,0.35,0.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,1,N/A,0,N/A,N/A,N/A,N/A,N/A,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,22,9,40.9,2.66,1.09,0.14,0.33,19.6,0,4.4,2.9,0.13,-1.4,+0.1,242,313,77.3,1466,682,138,152,90.8,84,103,81.6,11,33,33.3,1,1.2,0.0,16,21,11,2,271,39,14,2,1,38,0,23,11,1,0,242,3,8,35,4.24,22,7,1,1,3,1,3,0.36,2,0,0,1,0,0,7,5,38,158,200,3,9,33.3,6,7,1,6,2,9,3,0,386,6,30,384,12,63.2,5,26.3,242,5,9,8,N/A,57,21.7,72,3,4,23,0,2.00,18,8,+10,+1.21,+0.26,14.1,11.1,+3.0,+0.36,2,0,0,11,8,2,38,2,0,0,28,0,1,0.0,,743.0
Taiwo Awoniyi,ng NGA,Nott'ham Forest,FW,26,1997,26,3,416,4.6,1,1,0,0,0,2.1,2.1,0.1,2.2,6,7,20,0.22,0.00,0.22,0.22,0.22,0.46,0.02,0.48,0.46,0.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,10,4,40.0,2.16,0.87,0.10,0.25,12.6,0,2.1,2.1,0.21,-1.1,-1.1,61,96,63.5,402,183,42,59,71.2,14,25,56.0,1,5,20.0,0,0.1,-0.1,2,5,2,0,96,0,0,1,0,2,0,0,0,0,0,61,0,4,9,1.95,5,0,1,2,1,0,1,0.22,0,0,0,1,0,0,6,3,16,78,74,4,5,80.0,1,1,0,1,0,6,7,0,167,5,21,167,4,44.4,5,55.6,90,2,19,19,N/A,16,12.2,64,0,23,10,7,1.92,5,10,-5,-1.08,-0.10,5.7,6.5,-0.8,-0.18,0,0,0,8,10,1,2,0,0,0,18,13,38,25.5,,416.0
Yasin Ayari,se SWE,Brighton,MF,20,2003,34,22,"1,965",21.8,3,2,0,3,0,2.4,2.4,2.3,4.8,30,75,61,0.09,0.05,0.14,0.09,0.14,0.11,0.11,0.22,0.11,0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,2,N/A,0,N/A,N/A,N/A,N/A,N/A,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,28,8,28.6,1.28,0.37,0.07,0.25,18.7,0,2.4,2.4,0.09,-0.4,-0.4,793,973,81.5,3244,1466,465,509,91.4,269,319,84.3,40,98,40.8,1,2.6,-1.3,30,25,18,4,880,92,34,10,1,69,3,37,27,6,1,793,1,14,61,2.79,36,13,3,3,4,2,6,0.27,4,2,0,0,0,0,59,32,275,624,354,26,56,46.4,30,24,6,18,20,79,26,0,1233,58,45,1233,18,40.0,18,40.0,655,6,38,22,N/A,58,57.5,78,8,12,22,2,1.68,31,28,+3,+0.14,+0.05,32.5,29.6,+2.9,+0.13,3,0,0,37,26,3,69,20,0,1,118,16,20,44.4,,1965.0
Jordan Ayew,gh GHA,Leicester City,"FW,MF",32,1991,30,19,"1,638",18.2,5,4,1,5,0,3.2,2.4,1.1,3.5,49,46,86,0.27,0.00,0.27,0.22,0.22,0.17,0.06,0.24,0.13,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,4,N/A,0,N/A,N/A,N/A,N/A,N/A,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,31,8,25.8,1.70,0.44,0.13,0.50,18.8,1,3.2,2.4,0.08,+1.8,+1.6,401,540,74.3,3374,1540,219,252,86.9,138,183,75.4,24,59,40.7,0,1.5,-1.1,16,37,14,7,490,49,13,3,2,60,5,28,15,8,3,401,1,11,41,2.25,24,8,3,4,1,1,2,0.11,1,0,0,1,0,0,27,15,103,407,312,7,23,30.4,16,21,2,19,12,39,19,0,798,21,55,797,26,40.6,32,50.0,479,11,63,40,N/A,55,47.9,77,4,11,16,6,0.77,17,41,-24,-1.32,+0.64,16.1,28.9,-12.7,-0.70,5,0,0,30,59,7,60,12,0,0,93,37,80,31.6,,1638.0
Benoît Badiashile,fr FRA,Chelsea,DF,23,2001,5,3,334,3.7,0,0,0,0,0,0.0,0.0,0.0,0.0,3,17,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,0.00,0.00,N/A,N/A,N/A,0,0.0,0.0,N/A,0.0,0.0,273,304,89.8,660,340,111,119,93.3,135,144,93.8,21,32,65.6,0,0.1,0.0,0,5,1,0,288,15,5,0,1,0,0,0,0,0,0,273,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,9,6,138,186,13,4,5,80.0,1,2,2,0,6,15,12,2,336,31,0,336,0,0.0,1,100.0,177,0,1,0,N/A,67,9.8,88,2,2,35,17,1.80,7,5,+2,+0.54,-0.02,6.9,5.0,+1.9,+0.53,0,0,0,6,2,0,0,6,0,0,18,8,2,80.0,,334.0
Leon Bailey,jm JAM,Aston Villa,"FW,MF",26,1997,24,14,"1,139",12.7,3,1,0,3,0,1.7,1.7,1.5,3.3,58,35,121,0.08,0.16,0.24,0.08,0.24,0.14,0.12,0.26,0.14,0.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,2,N/A,0,N/A,N/A,N/A,N/A,N/A,57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,28,6,21.4,2.21,0.47,0.04,0.17,17.3,0,1.7,1.7,0.06,-0.7,-0.7,277,390,71.0,2582,1371,152,186,81.7,100,123,81.3,18,38,47.4,2,3.0,+0.5,16,23,20,2,369,18,0,5,1,34,1,17,9,0,0,277,3,24,38,3.01,23,1,8,3,3,0,4,0.32,4,0,0,0,0,0,7,5,77,155,323,3,11,27.3,8,6,0,6,3,10,12,0,545,18,70,545,22,38.6,24,42.1,348,34,35,25,N/A,47,33.3,65,2,10,23,5,1.54,22,19,+3,+0.24,+0.55,20.3,13.7,+6.7,+0.53,3,0,0,12,18,3,34,3,1,0,59,6,9,40.0,,1139.0
Carlos Baleba,cm CMR,Brighton,MF,20,2004,34,31,"2,661",29.6,4,3,0,8,1,3.1,3.1,1.3,4.4,43,118,29,0.10,0.03,0.14,0.10,0.14,0.10,0.05,0.15,0.10,0.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,1,N/A,0,N/A,N/A,N/A,N/A,N/A,57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,44,11,25.0,1.49,0.37,0.07,0.27,25.5,0,3.1,3.1,0.07,-0.1,-0.1,1149,1314,87.4,5692,2810,544,591,92.0,487,528,92.2,94,148,63.5,1,1.2,-0.3,21,45,23,3,1289,23,10,7,3,9,3,0,0,0,0,1149,2,14,66,2.23,55,0,2,5,1,3,4,0.14,2,0,0,0,1,1,79,46,410,994,339,48,80,60.0,32,47,11,36,46,125,44,1,1697,94,12,1697,33,57.9,20,35.1,971,3,39,42,N/A,78,77.8,83,15,3,27,2,1.68,55,39,+16,+0.54,+0.64,47.0,39.6,+7.4,+0.25,8,1,1,40,48,0,9,46,0,2,197,39,26,60.0,,2661.0
Ross Barkley,eng ENG,Aston Villa,MF,30,1993,20,3,581,6.5,4,3,0,3,0,1.8,1.8,0.6,2.4,15,36,10,0.46,0.15,0.62,0.46,0.62,0.27,0.10,0.37,0.27,0.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,16,5,31.3,2.48,0.77,0.19,0.60,14.2,0,1.8,1.8,0.11,+1.2,+1.2,337,395,85.3,1560,733,176,201,87.6,142,155,91.6,13,20,65.0,1,0.4,+0.4,9,15,6,0,381,13,11,0,3,1,1,0,0,0,0,337,1,9,18,2.78,15,1,2,0,0,0,3,0.46,3,0,0,0,0,0,14,3,75,275,121,9,14,64.3,5,9,3,6,10,24,5,0,464,17,19,464,12,75.0,4,25.0,277,2,7,8,N/A,29,17.0,85,2,17,19,4,1.75,10,10,0,0.00,+0.84,11.7,6.2,+5.5,+0.85,3,0,0,8,3,0,1,10,0,0,43,6,4,60.0,,581.0
Harvey Barnes,eng ENG,Newcastle Utd,FW,26,1997,33,17,"1,755",19.5,13,9,0,0,0,7.2,7.2,4.0,11.2,93,83,192,0.46,0.21,0.67,0.46,0.67,0.37,0.20,0.57,0.37,0.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,63,20,31.7,3.23,1.03,0.14,0.45,15.1,0,7.2,7.2,0.11,+1.8,+1.8,474,607,78.1,4196,2467,302,348,86.8,149,204,73.0,14,26,53.8,4,4.6,0.0,26,48,41,9,590,15,3,5,1,47,10,2,0,0,0,474,2,17,64,3.27,44,1,7,6,6,0,9,0.46,6,0,1,1,1,0,16,9,97,257,462,3,11,27.3,8,8,2,6,6,22,15,1,810,17,128,810,24,37.5,33,51.6,561,47,33,23,N/A,53,51.3,80,6,16,25,1,1.82,34,23,+11,+0.56,-0.27,31.0,24.1,+6.9,+0.35,0,0,0,15,22,5,47,6,0,0,55,6,15,28.6,,1755.0
Calvin Bassey,ng NGA,Fulham,DF,24,1999,35,34,"3,074",34.2,1,1,0,7,0,1.0,1.0,0.1,1.2,39,116,15,0.03,0.00,0.03,0.03,0.03,0.03,0.00,0.03,0.03,0.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,14,4,28.6,0.41,0.12,0.07,0.25,15.3,0,1.0,1.0,0.07,0.0,0.0,1934,2155,89.7,8212,4940,821,862,95.2,941,1003,93.8,140,228,61.4,0,0.4,-0.1,3,20,3,0,2025,128,48,0,10,8,8,0,0,0,0,1934,2,17,23,0.67,19,1,2,0,0,1,3,0.09,2,0,0,0,0,1,54,34,1205,1151,132,22,31,71.0,9,40,17,23,20,74,118,8,2463,324,19,2463,15,45.5,11,33.3,1571,5,34,8,N/A,88,89.9,90,34,1,14,2,1.51,49,47,+2,+0.06,+1.16,44.5,38.9,+5.7,+0.17,7,0,0,26,32,2,8,20,0,0,168,43,33,56.6,,3074.0
Altay Bayındır,tr TUR,Manchester Utd,GK,26,1998,4,4,360,4.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,2.50,17,8,41.2,1,0,3,1,25.0,0,0,0,0,N/A,0,0,0,10.1,0.59,+1.1,+0.27,13,0,21.0,128,12,75.0,34.1,53.8,56,4,7.1,7,1.75,12.0,0,0,0,N/A,0.00,0.00,N/A,N/A,N/A,0,0.0,0.0,N/A,0.0,0.0,92,152,60.5,432,196,13,13,100.0,52,55,94.5,26,81,32.1,0,0.0,0.0,0,0,0,0,121,31,7,0,0,0,0,0,0,0,0,92,0,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,166,2,0,0,1,0.0,1,0,0,0,0,0,9,1,168,145,0,168,0,N/A,0,N/A,110,0,0,0,N/A,90,10.5,90,4,0,N/A,27,0.75,6,10,-4,-1.00,+0.11,7.3,7.0,+0.3,+0.06,0,0,0,0,1,0,0,0,0,0,3,1,1,50.0,,360.0
Jan Bednarek,pl POL,Southampton,DF,28,1996,30,30,"2,531",28.1,2,2,0,7,0,0.7,0.7,0.5,1.2,5,60,2,0.07,0.00,0.07,0.07,0.07,0.02,0.02,0.04,0.02,0.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,5,2,40.0,0.18,0.07,0.40,1.00,16.0,0,0.7,0.7,0.13,+1.3,+1.3,1564,1687,92.7,3845,1742,590,620,95.2,856,903,94.8,105,137,76.6,0,0.9,-0.5,5,5,1,0,1606,79,33,0,7,1,1,0,0,0,0,1564,2,4,16,0.57,15,0,0,1,0,0,0,0.00,0,0,0,0,0,0,36,19,1091,924,41,16,31,51.6,15,47,36,11,56,92,190,5,2049,386,15,2049,3,100.0,0,0.0,1046,1,9,3,N/A,84,74.0,84,26,0,N/A,0,0.37,19,57,-38,-1.35,+0.81,23.8,56.5,-32.6,-1.16,7,0,0,31,13,0,1,56,0,1,106,71,37,65.7,,2531.0
Armel Bella Kotchap,de GER,Southampton,DF,22,2001,4,2,331,3.7,0,0,0,0,0,0.3,0.3,0.0,0.3,0,5,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,0,0.0,0.27,0.00,0.00,N/A,9.1,0,0.3,0.3,0.32,-0.3,-0.3,202,224,90.2,936,326,65,66,98.5,119,123,96.7,16,29,55.2,0,0.0,0.0,0,0,0,0,219,4,4,0,0,0,0,0,0,0,0,202,1,1,2,0.54,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,7,5,147,115,3,3,6,50.0,3,2,2,0,5,12,21,1,263,33,1,263,0,0.0,1,100.0,186,0,1,0,N/A,83,9.7,90,2,2,76,8,0.00,2,13,-11,-2.99,-0.79,2.5,10.2,-7.7,-2.08,0,0,0,3,2,0,0,5,0,0,19,6,5,54.5,,331.0
Jean-Ricner Bellegarde,ht HAI,Wolves,"MF,FW",26,1998,35,20,"1,677",18.6,9,2,0,3,0,1.5,1.5,3.8,5.3,52,43,89,0.11,0.38,0.48,0.11,0.48,0.08,0.20,0.29,0.08,0.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,2,N/A,0,N/A,N/A,N/A,N/A,N/A,61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,22,5,22.7,1.18,0.27,0.09,0.40,21.2,0,1.5,1.5,0.07,+0.5,+0.5,475,599,79.3,3269,1573,271,304,89.1,152,188,80.9,36,62,58.1,7,2.8,+3.2,27,38,18,8,575,23,9,5,4,44,3,5,4,0,0,475,1,21,57,3.06,35,5,4,4,7,2,11,0.59,8,1,0,0,1,1,39,24,148,394,318,14,20,70.0,6,19,3,16,10,49,18,1,843,24,48,843,14,23.0,31,50.8,528,11,42,29,N/A,48,49.0,69,1,15,20,2,1.09,29,31,-2,-0.11,+0.37,22.8,26.3,-3.5,-0.19,3,0,0,31,47,1,44,10,0,0,62,10,19,34.5,,1677.0
Rodrigo Bentancur,uy URU,Tottenham,MF,27,1997,26,21,"1,645",18.3,2,2,0,9,0,1.3,1.3,0.4,1.7,28,100,34,0.11,0.00,0.11,0.11,0.11,0.07,0.02,0.10,0.07,0.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,22,5,22.7,1.20,0.27,0.09,0.40,17.4,0,1.3,1.3,0.06,+0.7,+0.7,946,1076,87.9,3568,1502,450,496,90.7,425,459,92.6,47,63,74.6,0,1.0,-0.4,10,24,13,2,1036,38,31,4,2,4,2,0,0,0,0,946,2,19,45,2.46,36,0,1,5,1,2,3,0.16,3,0,0,0,0,0,40,22,323,774,216,19,40,47.5,21,25,8,17,40,80,38,1,1302,76,24,1302,9,47.4,8,42.1,764,5,19,20,N/A,63,48.1,75,7,5,15,1,1.04,26,26,0,0.00,+0.62,30.1,26.4,+3.7,+0.20,9,0,0,34,10,1,4,40,0,0,121,36,30,54.5,,1645.0
Daniel Bentley,eng ENG,Wolves,GK,31,1993,2,2,180,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,2.00,12,8,66.7,1,0,1,1,50.0,0,0,0,0,N/A,0,0,0,3.9,0.33,-0.1,-0.04,7,0,33.3,52,6,61.5,28.1,46.4,25,0,0.0,3,1.50,16.4,0,0,0,N/A,0.00,0.00,N/A,N/A,N/A,0,0.0,0.0,N/A,0.0,0.0,49,65,75.4,218,134,6,6,100.0,33,33,100.0,10,26,38.5,0,0.0,0.0,0,0,0,0,45,20,7,0,0,0,0,0,0,0,0,49,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,68,1,0,0,0,N/A,0,0,0,0,0,0,1,0,69,50,0,69,0,N/A,0,N/A,39,0,0,0,N/A,90,5.3,90,2,0,N/A,16,1.50,3,4,-1,-0.50,-0.32,1.6,3.0,-1.4,-0.69,0,0,0,0,0,0,0,0,0,0,4,2,0,100.0,,180.0
Sander Berge,no NOR,Fulham,MF,26,1998,31,26,"2,224",24.7,0,0,0,6,0,0.4,0.4,0.6,1.0,29,124,9,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,3,1,33.3,0.12,0.04,0.00,0.00,8.7,0,0.4,0.4,0.12,-0.4,-0.4,1091,1193,91.5,4467,2065,452,491,92.1,526,557,94.4,96,115,83.5,0,0.6,-0.6,18,25,5,0,1152,41,40,3,7,3,1,0,0,0,0,1091,0,8,48,1.94,43,1,1,1,0,2,2,0.08,2,0,0,0,0,0,50,30,374,799,217,27,39,69.2,12,27,8,19,21,71,38,1,1384,81,14,1384,11,55.0,6,30.0,804,2,15,16,N/A,72,65.0,81,16,5,23,0,1.48,33,35,-2,-0.08,-0.18,29.9,30.2,-0.3,-0.01,6,0,0,31,10,0,3,21,0,0,126,28,22,56.0,,2224.0
